course_id,title,description,category,difficulty,rating,num_ratings,source,url
jisuanji-xitong,Jisuanji Xitong,一开始我打了三星，后来决定改成五星，仔细想了一下，这门课还是很不错的，讲的很细，但是可能是不太适应mooc这个平台。具体表现形式为1. 内容非常多，难以消化2. 作业设置不能保证学习效果特别是第二点。习惯了上mooc的我非常不习惯。对于第一点来说的话。如果时间充足。可以一点一点看。时间不充足的话。最好是只看自己需要的部分。要不然会非常头疼的 参照CSAPP学习 看《深入理解计算机系统》看不懂的时候...,Computer Science,Intermediate,4.86,7,Coursera,https://www.coursera.org/learn/jisuanji-xitong
jisuanji-zucheng,Jisuanji Zucheng,"Through this course I've got to know about the basic organization of computer and how CPU works, as well as hierarchy of storage, I/O devices and interruptions.  I've got a better comprehension of how...",Computer Science,Beginner,4.73,33,Coursera,https://www.coursera.org/learn/jisuanji-zucheng
journalism,The,Really Amazing teachers.  Thankyou very much Very helpful.  I am glad to take this course and get the opportunity to learn new things and to review things I have not seem in years,Computer Science,Beginner,4.85,184,Coursera,https://www.coursera.org/learn/journalism
journalism-skills,Journalism Skills,"Good video lectures, pointless assignments .  Well organized.  Interactive",Computer Science,Intermediate,4.0,4,Coursera,https://www.coursera.org/learn/journalism-skills
journey-knowledge-action,Journey Knowledge Action,Amazing! Hope-Full! and Life Affirming! The New Universe Story is a collective call to action to learn about our deep cosmic past and our interconnected and interdependent role in the web of life.  We...,Arts & Design,Advanced,5.0,7,Coursera,https://www.coursera.org/learn/journey-knowledge-action
journey-of-the-universe,Journey Of The Universe,"A great course for everyone.  Provides inspiring insights into the workings of the universe, evoking a big picture understanding of how we fit into a beautiful story of our universe, a story that each...",Computer Science,Beginner,4.54,26,Coursera,https://www.coursera.org/learn/journey-of-the-universe
juegos-3d,Juegos 3D,"Muy buen curso excelente Buen curso y te explica bien, yo no tenia conocimiento y he aprendido mas! thank you! Muy buen explicado.  Este curso me abrió las puertas a algo que yo adoro y son los video ...",Computer Science,Intermediate,5.0,5,Coursera,https://www.coursera.org/learn/juegos-3d
julia-programming,Julia Programming,Good! But it's kind of easy.  Julia is a great language to learn.  It is fast! Julia is my future core language,Computer Science,Beginner,4.19,21,Coursera,https://www.coursera.org/learn/julia-programming
k-12-education,K 12 Education,I have learned a lot from this course.  G I was amazed by the depth of the subject.  The instructor did a great job simplifying the broad topics and pointing to what is most important,Education,Advanced,4.4,20,Coursera,https://www.coursera.org/learn/k-12-education
k-12-online-education,K 12 Online Education,"Amazing experience to learn from Coursera Great very nice,thanks! Useful and practical information based on research and current trends.  A must for anyone who teaches online courses, provides online ...",Education,Intermediate,5.0,4,Coursera,https://www.coursera.org/learn/k-12-online-education
kamni,Kamni,"Потрясающий курс! Очень доступно и интересно! Курс очень познавательный.  Все очень логично, последовательно и доступно для понимания.  Проходится на одном дыхании",Computer Science,Intermediate,5.0,15,Coursera,https://www.coursera.org/learn/kamni
kangjunyao-chaojixijun,Kangjunyao Chaojixijun,内容详实，授课准确 内容详实准确，受益匪浅。,Computer Science,Intermediate,5.0,2,Coursera,https://www.coursera.org/learn/kangjunyao-chaojixijun
kennedy,Kennedy,"I enjoyed the course and the book very much.  Kennedy's life, presidency, and legacy is a fascinating topic in modern American political history, and Professor Sabato took an interesting approach to i...",Computer Science,Beginner,4.57,53,Coursera,https://www.coursera.org/learn/kennedy
khanacademy,Muito,"O curso é incrível, o material é bem completo, te faz refletir sobre o ensino-aprendizagem de tal forma que você se fascina pelo ato de ensinar. O ensino híbrido deveria ser adicionado como parte da g...",Computer Science,Beginner,4.75,16,Coursera,https://www.coursera.org/learn/khanacademy
kierkegaard,Kierkegaard,"Excellent course, most especially for the professor, whose lucid, well-cadenced lectures were more interesting and comprehensible than I would have thought before starting the class, given the subject...",Computer Science,Beginner,4.73,75,Coursera,https://www.coursera.org/learn/kierkegaard
kombinatorika-dlya-nachinayushchikh,Kombinatorika Dlya Nachinayushchikh,"Чудесный курс! Красивая математика и увлеченный преподаватель.  Всех учащихся настигнет катарсис, как и обещал лектор :)) Очень доступное изложение.  Не смотря на то, что это базовый курс, мне, как пр...",Computer Science,Beginner,4.86,66,Coursera,https://www.coursera.org/learn/kombinatorika-dlya-nachinayushchikh
kongzi,Kongzi,老师年轻但是讲的还是感觉挺有见地的 从本课程开始，让我对论语有更深入的了解，内容贯穿生活、学习和工作。谢谢老师的课程给我们的启蒙，受益匪浅。 通过对本课程的学习，受益匪浅，衷心感谢陆老师，也特别感谢课程团队的各位老师。祝大家工作顺利，治业有成。 这个课不能替代读原文，而且应该在对论语读过的情况下来听，多多读原文会好。推荐南怀瑾的《论语别裁》 通过这个课程可以对论语有一个初步的了解，课程老师能结合当...,Computer Science,Intermediate,4.2,5,Coursera,https://www.coursera.org/learn/kongzi
korean-economy,Korean Economy,"Great course.  Not only it gives the promised understanding of the korean economic developent, but Professor Lee speaks a great english, and he was able to explain economic terms and concept in such a...",Computer Science,Beginner,4.8,15,Coursera,https://www.coursera.org/learn/korean-economy
kuaisu-xuexi,Kuaisu Xuexi,非常不推荐这一门课程，因为报的人实在是太少，又还要求互评，所以根本完不成作业。而且实质内容也不是非常的好，只是说明了几种工具的用法，并没有讲什么实际的学习方法。如果真的希望学习一些好的学习方法，推荐 Learn how to learn 这门课程 四大工具非常实用，是当下互联网时代应该人人掌握的方法。 有收获，主要介绍了信息获取、处理、管理等能力，集中讲解了搜索引擎（google），电子笔记（wi...,Data Science,Intermediate,4.32,25,Coursera,https://www.coursera.org/learn/kuaisu-xuexi
kunqu-opera,Kunqu Opera,"真正大家风范 昆曲之美，始于曲牌、唱腔、剧本、舞台表现等眼耳鼻舌身意，终于其中所感所得之色身香味触法 课程设计很好，每个视频都在10分钟左右，不觉疲劳，有一种意犹未尽的感觉。介绍了昆曲中的入门知识，各位老师有深深的人格魅力，为自己的事业奉献，尤其侯少奎老师让人印象深刻。 very thorough examination of the beauty of Kunqu opera, a real e...",Arts & Design,Beginner,4.94,17,Coursera,https://www.coursera.org/learn/kunqu-opera
lancer-startup,Lancer Startup,je suis un jeune ingénieur en camerounais en génie logiciel.  Ce cours m'a permis de bien comprendre le monde de entrepreneuriat.  Je tiens a félicité ces deux profs qui ont brillamment donné ce cours,Computer Science,Intermediate,4.12,8,Coursera,https://www.coursera.org/learn/lancer-startup
language-theories,Language Theories,It gives a very wide panorama of how language learning has been seeing along the times.  Above all it makes us to think critically about methodology and approach depending on the context we and the le...,Computer Science,Beginner,4.82,366,Coursera,https://www.coursera.org/learn/language-theories
latex,The,"Азы я знал и раньше.  Но этот курс заставил меня освоить много вещей, которые оказались для меня очень полезными.  Курс несмотря на легкомысленное и «ненаучное» название требует для прохождения серьез...",Computer Science,Intermediate,4.85,26,Coursera,https://www.coursera.org/learn/latex
lavenir-de-la-decision,Lavenir De La Decision,Ce cours nous permet de prendre beaucoup de recul et de hauteur sur notre manière d'aborder les décisions et notamment sur la manière de distinguer la complexité dans le monde qui nous entoure.  Très ...,Computer Science,Beginner,4.7,64,Coursera,https://www.coursera.org/learn/lavenir-de-la-decision
law-student,Law Student,"This course was required by my director, but it is not for those who have no background in law (which was the case for the group of us at CDC who were required to take this).  It was very difficult to...",Education,Beginner,4.62,90,Coursera,https://www.coursera.org/learn/law-student
leadership-21st-century,Leadership 21St Century,"I think some of the content was a bit repetitive, and the time estimates of how long it will take to complete a section was way off (often the reading and videos in one section would actually take 3 h...",Business,Intermediate,4.9,30,Coursera,https://www.coursera.org/learn/leadership-21st-century
leadership-challenge,Leadership Challenge,It was a wonderful and life changing experience for me.  Gratitude to Dr.  Valerie Gauthier and the team,Computer Science,Intermediate,4.75,4,Coursera,https://www.coursera.org/learn/leadership-challenge
leadership-coaching,Leadership Coaching,¡Muy bueno! I loved this course! There was so much to learn! Super great content! Loving it.  I am really sorry that a course with such a good content is ruined by the unrealistic assignement of week ...,Arts & Design,Intermediate,4.11,18,Coursera,https://www.coursera.org/learn/leadership-coaching
leadership-collaboration,Leadership Collaboration,So far this is the best on-line course I have attended about leadership.  The course is both challenging and you can utilize and put into practic This course contains many very practical ideas and met...,Business,Beginner,4.83,156,Coursera,https://www.coursera.org/learn/leadership-collaboration
leadership-development-planning,Leadership Development Planning,"Excellent experience, highly recommend these certificate.  I'll definitively continue with the Engineering Management Professional Certificate.  The instructions for assignment are not clear",Business,Intermediate,4.25,4,Coursera,https://www.coursera.org/learn/leadership-development-planning
leadership-skills,Leadership Skills,"Excellent course with really makes you more self aware and self assured, while being able to rely on others more and through that perform as a team.  Liked the converstaions I've just wasted 2 hours g...",Computer Science,Beginner,4.45,161,Coursera,https://www.coursera.org/learn/leadership-skills
leadership-socialinfluence,Leadership Socialinfluence,"Thoroughly enjoyed the course! Excellent course! The course contents and arrangement of topics are easy to understand.  Overall, the course provides useful information and a great framework through wh...",Business,Beginner,4.35,49,Coursera,https://www.coursera.org/learn/leadership-socialinfluence
leadership-storytelling,Leadership Storytelling,This course has remodeled and repackaged me.  Overall this course was very shallow and only touched the surface on the matters discussed.  The professors refrained to only mention a few cases of how c...,Computer Science,Beginner,4.23,71,Coursera,https://www.coursera.org/learn/leadership-storytelling
leading-organizations,Leading Organizations,Even more usefull concept to apply SR on an organizational level! Very helpful course indeed.  Extremely practical and helpful.  I will recommend this course to everyone! This MOOC is probably a bit t...,Computer Science,Intermediate,4.78,27,Coursera,https://www.coursera.org/learn/leading-organizations
leading-sense,Leading Sense,Course did teach me really deep lessons about myself and how I relate to others.  Very much educative course Thank you for this opportunity.  I am excited to be part of this Leadership Course,Business,Advanced,4.66,38,Coursera,https://www.coursera.org/learn/leading-sense
leading-teams,Leading Teams,"A very interesting course.  Amazing course, certainly made me more aware of myself, and others.  It will play a big role in my life, in how i approach things, and have positive impact",Business,Advanced,4.78,90,Coursera,https://www.coursera.org/learn/leading-teams
leading-teams-project,Leading Teams Project,I really enjoyed taking this course.  Especially the interviews with business leaders were helpful for me because it showed me how strategies and practices were applied in the business world.  Nice Co...,Business,Advanced,4.5,20,Coursera,https://www.coursera.org/learn/leading-teams-project
leading-the-life-you-want,Leading The Life You Want,i have learned a lot from this course! Eye opening about the specific actions to take to improve the important leadership skills Nice course to bring changes in your life through your wants.  I enjoye...,Computer Science,Intermediate,5.0,4,Coursera,https://www.coursera.org/learn/leading-the-life-you-want
lean-manufacturing-services,Lean Manufacturing Services,"Great course with inspiring lecturers using eye opening examples from their practice.  No matter if you view your self as a manager, investor, consultant, marketer, or employee, this course is designe...",Computer Science,Intermediate,5.0,2,Coursera,https://www.coursera.org/learn/lean-manufacturing-services
learn-chinese,Learn Chinese,I had been interested in learning Chinese.  I have completed this course.  It has helped me a lot,Computer Science,Beginner,4.61,672,Coursera,https://www.coursera.org/learn/learn-chinese
learn-korean,Learn Korean,This course was extremely helpful and really taught me more than I thought it would.  I would gladly suggest this class to anyone that has the time to take it.  This was course was very informative,Computer Science,Beginner,4.82,466,Coursera,https://www.coursera.org/learn/learn-korean
learn-speak-korean1,Learn Speak Korean1,I like the structure and the examples in each class.  I hope this continues for a Korean 2.  Both Yonsei Korean courses have been very good,Computer Science,Beginner,4.9,115,Coursera,https://www.coursera.org/learn/learn-speak-korean1
learn-to-program,Learn To Program,Excellent course and content notes are very helpful.  Videos are a little poor in quality.  This code is great to learn the fundamentals of Python,Computer Science,Beginner,4.62,144,Coursera,https://www.coursera.org/learn/learn-to-program
learning-assessment,Learning Assessment,"Really liked the course and learnt about different modes of assessment and their objectives.  Wish we got more about gamification of assessment, especially applying non-zero sum game philosophy.  the ...",Education,Intermediate,4.69,16,Coursera,https://www.coursera.org/learn/learning-assessment
learning-how-to-learn,Learning How To Learn,"very helpful！！！ Very helpful and approachable.  The book is an excellent complement to the course (not surprising since the course is based on the book).  (""A Mind For Numbers"" is the book title)",Computer Science,Beginner,4.86,7090,Coursera,https://www.coursera.org/learn/learning-how-to-learn
learning-skills,Learning Skills,"Great course.  Loved this course.  It really helped reinforce what we do at our school, and identify what I can do in my classes to augment our Learning Mindset",Computer Science,Intermediate,4.0,10,Coursera,https://www.coursera.org/learn/learning-skills
les-alliances-qui-changent-les-territoires,Les Alliances Qui Changent Les Territoires,"Le cours comporte bien les descriptions et les analyses nécessaires pour comprendre qu'est-ce que c'est le partenariat qui change le territoire, le partenariat entre acteurs publics et acteurs privés ...",Computer Science,Intermediate,5.0,3,Coursera,https://www.coursera.org/learn/les-alliances-qui-changent-les-territoires
lesson-design,Lesson Design,Dr.  Shane Dixon is great! LOVE! even better! Thanks AMAZING AID FOR ESL TEACHERS! Good intro to Understanding By Design Best course ever! I didn't know how much I enjoy teaching English until this co...,Computer Science,Beginner,4.83,204,Coursera,https://www.coursera.org/learn/lesson-design
liderazgo-educativo,Liderazgo Educativo,excelente curso!! muy completo Excelente curso Excelente Excellent course and teacher!! Congratulations Muy buen curso donde se entrega una perspectiva profunda sobre aprendizajes de conocimientos int...,Computer Science,Beginner,4.74,34,Coursera,https://www.coursera.org/learn/liderazgo-educativo
life-in-soil,Life In Soil,Отличный курс.  Подойдет как обзорный курс для погружения в данную тему.  Excellent course and excellent instructor Interesting course but lacks details and practical knowledge Отличный курс по биолог...,Computer Science,Intermediate,4.57,7,Coursera,https://www.coursera.org/learn/life-in-soil
life-on-other-planets,Life On Other Planets,Really enjoyed the course.  It gave a very comprehensive introduction to Astrobiology and I enjoyed being pushed to write a science fictional short story at the end.  Great course and great delivery,Science,Advanced,4.94,52,Coursera,https://www.coursera.org/learn/life-on-other-planets
linear-circuits-dcanalysis,Linear Circuits Dcanalysis,"Very good material and I'm grateful they provided it.  There were many issues with the problem sets: incorrect, unclear, beyond scope of course, placed in wrong order of content.  I reported all of th...",Computer Science,Beginner,4.5,2,Coursera,https://www.coursera.org/learn/linear-circuits-dcanalysis
linear-models,Linear Models,Good mathematical rigour for the analysis of linear models.  Builds some good intuition for the geometry of least squares which helps in model result interpretation.  Good and not overloaded,Data Science,Beginner,4.64,11,Coursera,https://www.coursera.org/learn/linear-models
linear-models-2,Linear Models 2,Good course on applied linear statistical modeling.,Computer Science,Intermediate,5.0,1,Coursera,https://www.coursera.org/learn/linear-models-2
linear-regression-business-statistics,Linear Regression Business Statistics,Excellent course! Very clear explanations of concepts and lots of great examples. Recommended! An in depth explanation of how to use Excel for Linear Regression and what the Output values in Excel's R...,Data Science,Intermediate,4.5,4,Coursera,https://www.coursera.org/learn/linear-regression-business-statistics
linear-regression-model,Linear Regression Model,"It is a good course Very useful insights and lea This course provides a very good introduction to basic linear regression, including simple multiple linear regression, model building and interpretatio...",Computer Science,Beginner,4.56,54,Coursera,https://www.coursera.org/learn/linear-regression-model
linearalgebra1,English,"Shouldn't be presented as a course that is also suitable for English speakers.  It is not.  The ""English"" subtitles are completely incomprehensible",Computer Science,Intermediate,2.5,4,Coursera,https://www.coursera.org/learn/linearalgebra1
linearalgebra2,Konu,Konu benim su anki egitimin icin cok yararli ve hoca tarafindan gayet iyi anlatilmis.  Tesekkurler,Computer Science,Intermediate,5.0,1,Coursera,https://www.coursera.org/learn/linearalgebra2
lisan-youhua-jianmo-gaojiepian,Lisan Youhua Jianmo Gaojiepian,nice,Computer Science,Intermediate,5.0,1,Coursera,https://www.coursera.org/learn/lisan-youhua-jianmo-gaojiepian
lisan-youhua-jianmo-jichupian,Lisan Youhua Jianmo Jichupian,nice Excellent course！！！ 这是一个非常有趣的课程，难度适中， 讲解清晰。建议稍微讲点理论，也就是说要让人知其然， 还要知其所以然 。 另外， 是否可以选择一个更大众化的语言。当然MINIZINC 在这个问题上做得确实也很好。,Computer Science,Intermediate,5.0,3,Coursera,https://www.coursera.org/learn/lisan-youhua-jianmo-jichupian
literacy-teaching-learning,Literacy Teaching Learning,thank you It enables me to have a wholesome understanding of literacy teaching.,Education,Intermediate,4.5,2,Coursera,https://www.coursera.org/learn/literacy-teaching-learning
liuxing-bing-xue,Liuxing Bing Xue,老师讲的很透彻，举得例子很好，有举一反三的作用 非常棒，谢谢提供宝贵的学习资源。,Computer Science,Intermediate,5.0,2,Coursera,https://www.coursera.org/learn/liuxing-bing-xue
livestock-farming,Livestock Farming,"It was very interesitng with great teachers, but for me (student of veterinary medicine) there was very little new.  I learned a lot and really enjoyed the lectures and extra reading materials.  Extre...",Computer Science,Beginner,4.71,7,Coursera,https://www.coursera.org/learn/livestock-farming
living-cosmology,Living Cosmology,"I did lately several courses using the ""Coursera"" platformbut this was the closest to what I was looking for. Teachers and their guests, and especially colleagues,they were all amazing and extraordina...",Computer Science,Intermediate,4.0,2,Coursera,https://www.coursera.org/learn/living-cosmology
logic-introduction,Logic Introduction,"Very difficult, yet interesting course! ótimo curso Great course! Great! Most brilliant course I have taken so far! Wonderful challenging course .  Sorry it ended .  Will miss the exercises",Computer Science,Beginner,3.51,39,Coursera,https://www.coursera.org/learn/logic-introduction
logical-fallacies,Logical Fallacies,"Practical, recognise and avoid I had a lot of fun with it and learned a lot.  It was a nice experience for me.  best Useful information for anyone who talks or writes",Computer Science,Intermediate,4.6,5,Coursera,https://www.coursera.org/learn/logical-fallacies
lunwen-xiezuo-chujie,Lunwen Xiezuo Chujie,非常棒的课程，老师很有水平很有涵养很有才华，讲课内容深入浅出，给人以深刻的印象。 超级厉害，醍醐灌顶 ! 谢谢教授！ 課程內容非常豐富有深度，幫助非常大！ 用深厚的功底，传授基本学术要求 收获很大，非常好！,Computer Science,Intermediate,5.0,5,Coursera,https://www.coursera.org/learn/lunwen-xiezuo-chujie
luther-and-the-west,Luther And The West,"I think this was a very interesting and informative course, although the lessons could have been a little bit longer! I do recommend this course strongly very packed course. .",Computer Science,Beginner,4.12,8,Coursera,https://www.coursera.org/learn/luther-and-the-west
ma-ke-si,Ma Ke Si,"能够带来一些帮助，但并没有完全得到我所想要了解的东西。 枯燥乏味，看的想睡觉 就是 I learned a lot at this course,and found out some new interesting things.  Very interesting and helpful course.  Well organized",Computer Science,Intermediate,4.12,8,Coursera,https://www.coursera.org/learn/ma-ke-si
machine-design1,Machine Design1,"Very good course for beginners.  Explanations are short and concise and very clear.  Don't know how Part 2 is organized, but I think it would be nice to have also an introduction to CAD/CAE softwares ...",Computer Science,Beginner,4.89,47,Coursera,https://www.coursera.org/learn/machine-design1
machine-learning,Machine Learning,"A great course given with passion and clarity.  Great to listen, a lot of fun doing the programming excersises.  Through nicely prepared examples it gives a good understanding on what is the machine l...",Computer Science,Beginner,4.9,8570,Coursera,https://www.coursera.org/learn/machine-learning
machine-learning-data-analysis,Machine Learning Data Analysis,Excellet! I highly recommend! Very good.  I enjoyed doing it and learned a lot. I would have liked that it had included r as one of the softwares,Computer Science,Beginner,3.81,27,Coursera,https://www.coursera.org/learn/machine-learning-data-analysis
macondo-gabriel-garcia-marquez,Macondo Gabriel Garcia Marquez,Un curso excelente! Aprendes mucho sobre el tema y la literatura en general.  Encantador Es un buen curso me parece excelente que cursos como este esten sin ánimo de lucro que sea por lo que uno quier...,Computer Science,Intermediate,4.83,41,Coursera,https://www.coursera.org/learn/macondo-gabriel-garcia-marquez
macroeconomia-pt,Macroeconomia Pt,Curso muito bom de fácil absorção e com uma aplicação bem interessante do curso de macroeconomia! Fantástico! Acho as teorias da escola austríaca melhores.  Mises é o cara This course has provided me ...,Computer Science,Beginner,4.63,35,Coursera,https://www.coursera.org/learn/macroeconomia-pt
macroeconomic-factors,Macroeconomic Factors,superinteresting Instructor is very dry.  Needs better on camera presence and ability to communicate the ideas.  There should be more homework for practicing the material covered,Computer Science,Intermediate,4.25,4,Coursera,https://www.coursera.org/learn/macroeconomic-factors
mafash,It,"Dear Coursera, Bocconi University and Stefania&Erica!Thank you very much for this very deep into art point of view and business at the same time journey to fashion.  I've learned a lot about this indu...",Business,Beginner,4.66,211,Coursera,https://www.coursera.org/learn/mafash
magic-middle-ages,Magic Middle Ages,"loved it but have not received my certificate. Dear Heather wright,Thank you for your purchase. RECEIPTCoursera Inc",Computer Science,Beginner,4.44,79,Coursera,https://www.coursera.org/learn/magic-middle-ages
make-comic-books,Make Comic Books,Great course to learn how to make your comic book.  Very well organised and taught very well.  The interviews are a great resource,Arts & Design,Beginner,4.5,20,Coursera,https://www.coursera.org/learn/make-comic-books
making-architecture,Making Architecture,Good introduction for someone who has zero knowledge on architecture Doing a project like an architect. .,Arts & Design,Beginner,4.92,13,Coursera,https://www.coursera.org/learn/making-architecture
making-us-president,Making Us President,This has some good history in it.  But short for sure.  Great Review,Computer Science,Intermediate,3.33,3,Coursera,https://www.coursera.org/learn/making-us-president
makrojekonomika,Makrojekonomika,"Классный курс по макроэкономике! Спасибо Олегу Замулину и Вышке! Интересный курс.  Считаю что макроэкономику будет полезно изучать всем - для общего развития.  После прохождения курса лучше понимаешь,...",Computer Science,Intermediate,4.83,6,Coursera,https://www.coursera.org/learn/makrojekonomika
management-leadership-english,Management Leadership English,So fun and so instructing! Great course and great content! I really recommend it for those wanting to learn key aspect of the language for management and leadership.  Very useful course. For every wee...,Business,Intermediate,4.38,8,Coursera,https://www.coursera.org/learn/management-leadership-english
management-philosophy,Management Philosophy,Very interesting Excellent course.  Very instructive and passionated lessons.  Transcripts should be proofread to help students that have difficulties to understand the accent,Computer Science,Advanced,4.8,108,Coursera,https://www.coursera.org/learn/management-philosophy
management-skills-international-business,Management Skills International Business,Learned lots of new things good Very good! Great course.  It teaches you exactly what it says it will and provides a solid underpinning for other parts of the specialisation.  As somone with a Finance...,Business,Intermediate,5.0,4,Coursera,https://www.coursera.org/learn/management-skills-international-business
managerial-accounting-business-decisions,Managerial Accounting Business Decisions,"It is great and helpful, but I think it is kind of needed to be updated such as unavailable links to materials and some errors on the textbook.  Overall a great course with relevant use of material.  ...",Computer Science,Intermediate,4.58,12,Coursera,https://www.coursera.org/learn/managerial-accounting-business-decisions
managerial-economics-capstone,Managerial Economics Capstone,"Good final project.  Great specialization - this will certainly help me advance my career path.  A much awaited end for a very compelling specialization! Nevertheless, the work felt a little bit lonel...",Computer Science,Intermediate,4.25,4,Coursera,https://www.coursera.org/learn/managerial-economics-capstone
managing-as-a-coach,Managing As A Coach,"professor is very didactic. the main ideas were well explained, and the assignment was important to understand how to apply them.  Also, by doing peer assessment my ability to think about the six step...",Computer Science,Beginner,4.59,56,Coursera,https://www.coursera.org/learn/managing-as-a-coach
managing-data-analysis,Managing Data Analysis,"Great overview of the issues we face on analytic projects.  Very Good. Faculty's speed of presentation is too fast Crisply covered critical aspects of Data Analysis Very deep contents, with a great ov...",Data Science,Beginner,4.38,128,Coursera,https://www.coursera.org/learn/managing-data-analysis
managing-human-resources,Managing Human Resources,"that was very interesting course with a huge information , thanks ! This was so much more interesting than I expected it to be.  Great Stepping stone for learners wanting to enter the HR field, and al...",Arts & Design,Beginner,4.76,120,Coursera,https://www.coursera.org/learn/managing-human-resources
managing-organization,Managing Organization,"strong 5 stars.  There are some minor issues and concerns, BUT even the sun has spots.  Two great things about this course",Computer Science,Intermediate,3.75,12,Coursera,https://www.coursera.org/learn/managing-organization
managing-people-iese,Managing People Iese,Learn me some new things about how to manage people Very helpful and informative.  It really adds my knowledge Very good I would recommend this course for anyone transitioning from a technical field t...,Computer Science,Beginner,4.31,16,Coursera,https://www.coursera.org/learn/managing-people-iese
managing-talent,Managing Talent,Great info.  week 2 an week 3 was extremely long Too much HR and not as engaging as the other courses in the specialization Most useful Course in this career .  This is a great course: very insightful...,Computer Science,Beginner,4.35,89,Coursera,https://www.coursera.org/learn/managing-talent
managing-urban-infrastructures-1,Managing Urban Infrastructures 1,Discussed about most of the elements which consist in Urban Infrastructures.  The lectures are well structured and provided a holistic view to the students who are interested in this area. Job well do...,Computer Science,Beginner,4.63,51,Coursera,https://www.coursera.org/learn/managing-urban-infrastructures-1
managingmoney,Great,every undergrad. .,Business,Beginner,4.49,137,Coursera,https://www.coursera.org/learn/managingmoney
mandarin-chinese-1,Mandarin Chinese 1,Course lessons are presented interestingly and in a helpful way to improve my Chinese language skills.  very useful for a person who want to grasp chinese In talking to a friend about learning Chinese...,Computer Science,Beginner,4.78,18,Coursera,https://www.coursera.org/learn/mandarin-chinese-1
mandarin-chinese-2,Mandarin Chinese 2,"really nice course, good explanations and easy to follow This is a great course for beginners.  I took the first two portions of this course.  I'm moving on to the third and I feel that I have learned...",Computer Science,Beginner,4.8,5,Coursera,https://www.coursera.org/learn/mandarin-chinese-2
mandarin-chinese-3,Mandarin Chinese 3,"The course was pretty well without problems, flaws bugs, so all went well and it achieved its stated aims in my opinion.  I was beta-testing, so to say few or almost zero problems is high praise.  I a...",Computer Science,Intermediate,4.5,2,Coursera,https://www.coursera.org/learn/mandarin-chinese-3
market-efficiency,Market Efficiency,The course that changes way of thinking.  Thank you a lot for this.  good,Computer Science,Intermediate,5.0,2,Coursera,https://www.coursera.org/learn/market-efficiency
market-power,Market Power,The course that changes way of thinking.  Thank you a lot for this.  Interesting! This was very help of everything i need to know about managing and dealing with different kinds of real world problems,Computer Science,Beginner,4.29,14,Coursera,https://www.coursera.org/learn/market-power
market-research,Market Research,very good course Graphics in the videos are shown a little bit to fast.  But the course in general is really good.  Subtitles of some videos are not well done,Arts & Design,Beginner,3.43,42,Coursera,https://www.coursera.org/learn/market-research
market-structure,Market Structure,The course that changes way of thinking.  Thank you a lot for this.  good It opens your eyes to the world fo supply and demand,Computer Science,Intermediate,4.8,5,Coursera,https://www.coursera.org/learn/market-structure
marketing-analitico,Marketing Analitico,"Muito bom, objetivo e pratico Muito bom! Até o momento nunca tinha participado de um curso bem direcionado na aula de estatisitca voltada para o marketing Excelente curso! Introduz os temas discutidos...",Computer Science,Beginner,4.84,44,Coursera,https://www.coursera.org/learn/marketing-analitico
marketing-analytics,Marketing Analytics,"This class is informative and engaging, without being too ""in the weeds. "" Highly recommend! This was a great way to break into Digital Analytics.  I've really enjoyed this course",Computer Science,Beginner,4.43,259,Coursera,https://www.coursera.org/learn/marketing-analytics
marketing-channels,Marketing Channels,I don't feel like the videos were helpful in explaining and offering guidance.  They were boring and basically repeated everything given in the readings.  The delivery should be improved,Arts & Design,Beginner,3.3,132,Coursera,https://www.coursera.org/learn/marketing-channels
marketing-customers,Marketing Customers,Good understanding of methods to know what customer think and how they think. Useful for anyone doing market related activities.  No indepth background needed to get into this course,Business,Beginner,4.11,19,Coursera,https://www.coursera.org/learn/marketing-customers
marketing-digital,Marketing Digital,so interesting helping me to improve my basis The course is fascinating.  Abundance of examples and cases studies makes it stand out.  Definitely lots of insights and fresh thoughts on a topic,Business,Beginner,4.6,767,Coursera,https://www.coursera.org/learn/marketing-digital
marketing-digital-pilares,Marketing Digital Pilares,"Muy bueno y muy completo, me gustaría ver un poquito la parte practica, como aplicarlo, aunque supongo que eso lo veremos mas adelante en los siguientes cursos. Gracias! ¡Es un excelente curso, muy fa...",Computer Science,Beginner,4.79,48,Coursera,https://www.coursera.org/learn/marketing-digital-pilares
marketing-gerencial,Marketing Gerencial,"7 EXCELENTE CURSO MUY FELIZ DE HABERLO COMPLETADO!!! excelente!! sumamente útil y practico Gracias al profesor por su enseñanza, aprendí mucho de su conocimiento en marketing, ahora aplicarlo en la em...",Computer Science,Intermediate,4.42,33,Coursera,https://www.coursera.org/learn/marketing-gerencial
marketing-management,Marketing Management,"nice I love this course! First of all, the teacher is a great communicator.  He uses vocal variety to catch attention and to emphasize important concepts.  The visuals match perfectly to his explanati...",Business,Beginner,5.0,7,Coursera,https://www.coursera.org/learn/marketing-management
marketing-management-two,Marketing Management Two,"This course is absolutely amazing! Super easy to understand and follow! I have learned SO much! Thank you, ayden! Super course . .",Business,Beginner,5.0,4,Coursera,https://www.coursera.org/learn/marketing-management-two
marketing-mix,Marketing Mix,"Hard to understand professor.  When one needs to read the english subtitles to understand the english the professor is speaking, it becomes inherently difficult in an online course.  Also, please kill...",Business,Advanced,3.86,7,Coursera,https://www.coursera.org/learn/marketing-mix
